frame,x,y
3197,4979.4,4556.2
2260,1494.2,5260.1
3934,9593.4,4525.2
1555,4827.5,8624.5
2093,3999.6,117.88
3819,4728.5,6113.9
103,3043.4,2204.1
856,1617.1,1664.1
2624,6264.7,1145.1
1015,1404.4,6983.5
2567,1579.8,4434.9
2517,2916,5434.9
1450,8695.5,2651.3
3244,3531.1,4730.1
1839,171.74,8704.5
380,5289.5,8853.3
1606,9587.8,8747.8
1924,2279.9,7646.3
1166,7517.1,6264.6
6138,5225.3,6312.1
1480,3514.9,8353.4
648,1146,8309.6
27,7152.2,4475.7
37,6880.5,2035.6
1956,5311,7818.6
40,585.77,3818.1
387,5765.8,7576.5
1546,8611.6,4854.6
743,6939.8,7042.8
1850,2802.1,3160.8
9549,9081.6,3210.7
2391,1603.3,7273.2
815,642.92,8790.9
300,7745.3,7782.4
5259,1127.6,9469.2
4113,9604.1,709.96
5049,7814.7,1049.7
191,3083.9,668.74
92,8086.7,3833.5
55,1042.2,2788.3
631,5685.4,652.11
1022,3926.5,6311.7
4470,1406.7,9366.1
39,8872,8738.2
1184,3422.6,7777.2
44,9555.6,2576.2
310,7821.8,3802.9
593,3890.4,3593.4
3297,556.39,8277.2
380,8014.9,5905.9
475,4094.5,9925.9
3110,8992,6728
1734,8545.1,7253.8
1000,146.3,5207.9
115,3009.8,8349.8
240,187.29,2533.7
352,1354.5,1665.8
3381,6830.2,2848.9
1949,5153.3,8234
4956,2916.3,4344.9
3195,3487.9,4736
17,1939.4,1359
461,4907.3,7296.9
2890,1368.2,736.74
1730,2771.9,5148.8
62,3367.3,3414
322,1400.2,2694.1
927,4013.4,2781.1
3505,9024,2465.3
897,9877.3,9422
414,219.43,8839.4
9,7183.4,6875.7
20,3008.5,3135.6
5935,5654.5,9975.6
163,2849.8,9291.4
3060,730.18,3037.7
60,6184.8,7849.8
2565,3393.7,2063.9
1474,5794.4,6208.2
25,7893.4,356.05
21,3594.6,9599.6
1492,3851.6,2423.1
3234,939.93,1961.8
473,139.81,1763.2
102,7515.1,1609.7
3662,1163.3,5672.5
1064,8605.7,8796.9
173,7717.3,4975.4
15,9997.7,4161.2
4562,9964.2,5692.4
1302,5762.1,1826.4
769,654.43,4807
68,3153.9,8615.1
200,1453.8,8275.8
2874,1675.2,4269.9
1549,3347.8,59.244
2179,9349.9,1006.8
1519,3982.9,7175.5
8694,2482.2,7099.2
149,6965.8,263.86
126,2739.8,2302
3601,2214.9,6254.6
2043,7700.7,828.89
285,3946.1,9848.4
7481,4646.3,2491
1190,4640.8,1597.6
5640,4695.7,535.83
613,4970.8,6885.3
383,4991.2,28.653
397,1466.3,4782.6
5296,3745.4,9063
833,3099.8,2892
2593,4084.2,3529.2
735,2512.6,6095.1
1039,3234.9,5656.4
111,3202.2,2827
1716,2306.1,1129
31,5884.4,8910.2
1597,3840.8,4127.9
10,3193.5,8272.2
446,3795.3,1749.6
799,9625.2,1664.5
119,8505.5,6993.8
1498,8526.4,4735.9
665,7956,5151.9
179,5534.2,7668.8
229,5874.9,6383.9
146,722.04,3057.6
377,4494.8,1928.9
710,3117.2,339.9
1829,3895,2604.6
6699,1420.1,5454.5
1968,2356.7,1983.4
197,29.612,2083.1
158,8010.7,3045.8
4501,1126,8457.1
1161,3671.7,8975.2
1543,8512.4,9552.2
2735,6553.2,2928.7
204,4705.1,3669.2
1404,3521.6,4103.2
5292,2777.3,4852.7
59,595.84,9294.7
812,1330,2317.7
2591,6839.9,1997.8
7761,200.68,2552
3712,4060.3,84.768
3455,2399.6,2904.4
7611,9704,3183
1989,4631.2,4139.4
938,6318,4570.1
3417,514.88,8297.5
595,9513.3,3310.2
165,6925.6,497.56
2402,4747.1,8558.5
4004,6074.3,1441.5
188,6156.9,8335.4
1128,2282.1,4390.1
2076,903.79,6451.4
46,1487.4,8495.1
875,2965.1,9368.3
1102,4755.1,1727.5
3743,706.14,9.4509
482,8165,5601.1
303,4928.7,7261.5
75,6941.8,2674.7
188,7413.4,1484.7
71,7063.4,729.45
116,6515.7,1506.8
928,3997,2748
244,2858.5,6088
6011,8593.6,3783.7
161,6915.3,517.86
4506,4836.2,7094.8
15,2164.4,4668.2
3703,729.02,3398.1
2540,1631.8,8491.8
4468,277.43,6585.2
231,2334.4,7209
8191,7061.4,872.22
967,3363.8,2372.5
6797,6616.6,1237.3
414,4400.1,5190.3
8279,397.78,1101.9
1536,8182.9,5381.5
1775,4610,4118.9
6886,3691,9112.4
436,2224.3,3863.2
112,5200.8,7488.5
5439,4437.3,5808.9
15,5910.6,4557.3
420,4412.6,5216.8
950,9761.5,3379.1
136,8651.9,4558.8
136,5681.3,3833
596,6770.9,4396.2
181,4447,2143.4
1661,6331.3,8708.6
338,9336.4,6087
1082,2199.4,6996.1
2104,1372.4,696.74
1748,4772.1,62.571
31,8454.2,2346
78,9550.4,6039.7
243,7247.3,6639.5
127,8166.6,8238.3
377,7024.4,5580.9
6,3256.6,2241.3
626,5163,801.92
228,2171.8,5279.6
2208,6481,450.11
3841,9635.1,9449.5
1353,7915.7,703.51
134,8563,3959.8
149,8365.5,8558.7
313,5516.6,7822.7
3827,8799.9,6876.5
122,602.64,8733.4
8458,2609.4,3633.6
7282,2568.6,5335.2
2876,5320.1,8630.8
1525,3143.7,7402.2
2713,2044.8,3266.1
394,6449.8,8023.9
832,3101.7,2888.4
621,7650.1,6260.5
159,6050.9,5929.5
33,4466,7830.5
1611,8850.3,7312.6
440,3616.6,5238.3
7804,8622.4,9985.5
7806,5588,7937
6990,5245.2,1290.8
5702,9525.9,4223.7
6133,5172.7,6279.3
83,8962.1,3551.3
2142,2190.8,9023.7
151,6969.4,295.78
493,5188.1,8065.9
652,552.98,1699.1
8412,3675.2,8036.6
4376,39.673,9297.5
5199,6956.2,5453.2
79,794.89,6359.8
298,7434.7,2782.9
139,9188,9814.1
42,6053.7,9217
210,9453.9,1782.8
956,7975.3,225.23
173,3460.9,8456.5
1595,1525,7228.6
1685,401.21,5511.3
91,3978.7,674.98
564,6356.5,6025.1
968,4017.7,2754.5
3280,6049.5,7911.6
2327,5284.2,6030.3
3907,9612,4494.4
1871,1486.4,2291.4
700,6772.9,3985.2
3241,1838.3,9214.4
3248,3249.2,9942
1169,2309,9095.6
7863,6175,6858.1
108,9272.2,6964.9
436,7798.6,2241.8
140,149.45,3198.3
96,7697,6957.4
304,4861.1,7310.8
17,4876.5,1573
152,7297.1,1122.8
347,93.219,9257.4
583,4439.3,2405.6
3534,4061.5,8242.1
2692,2667.9,5038.2
37,2426.3,5820
7227,2101.5,2982.5
873,2842.9,4595.8
380,8192.3,7539.9
4169,5802.5,8327.6
227,1756.6,6790.5
98,1713.2,1528.6
12,2376,9158.8
627,5028.9,3881.1
382,9549.2,7975.4
974,2449,3366.2
7185,2838.3,9279.4
1358,6414.6,4650.6
41,4497.6,458.02
2472,3649.9,9047.4
1479,4650,6140.4
2012,6647.4,1376.5
698,9861.3,5335.5
2291,3394.6,154.1
7316,9699.8,3225.7
3488,5775.7,8247.1
64,3835.3,3806.5
337,9103.8,1708.4
455,7899.4,4711.6
524,3387.2,5261.4
37,3955.9,4554.9
3201,6671.5,6030.6
351,5518.2,9859.2
1248,1666,8848.1
1400,1486.1,7609.5
199,8526.8,3476.6
1192,9863.6,7095.6
382,7651.6,8151.9
616,1171.4,8667.8
1047,4826.6,1584.5
1399,4757,9418.1
379,7561.3,4640.1
1219,342.58,4962.5
19,1966.1,3494.3
73,8918,8741.5
9713,3077.2,769.05
5483,9746.3,2029.2
966,9389.1,177.53
235,3904.7,5646.1
296,3774.8,1845.6
260,1286.9,6416.2
1534,1092.1,3793.1
8173,3427.1,1060.9
1656,5926.8,5001.2
3425,500.03,8270.3
6245,7397.4,2236.8
484,2314.3,1794.4
7074,3652.6,7625.7
148,668.44,1026.4
1218,9680.7,4550.9
493,9602.8,4020.5
87,5854.8,6893
76,2821,4892.3
668,65.443,1462.8
526,5011.3,8458.9
110,2943.8,3909.2
650,395.54,2983.2
266,2723.8,1198.8
2491,1853.6,2612.2
871,3900.4,3236.7
618,8008,1840.2
526,2761.2,5760.7
5940,313.98,2926.2
2028,6986.4,9396.4
4914,4742,1659.4
21,3686.5,145.27
189,3620.5,3023.1
3226,8008.3,4593.9
4493,375.68,7697
102,6689.3,5210.9
634,5137.4,3384.4
71,7689.8,8835.6
5020,9544.1,3872.2
1065,357.2,7661.6
393,5953.2,905.82
77,4135.6,4865.5
137,7191.3,745.13
226,5938.1,374.37
174,8403,587.92
2141,5291.7,3373.7
52,3370.2,4949.1
4495,1693.4,1308.2
1866,2452.3,1447.7
179,5579.2,1044.4
2827,1182.4,1818.6
650,4281.6,8313.6
2524,4547.6,7121.7
2584,2273.2,6308
1631,8282.2,3887
908,4044.3,4030.2
1479,5452.7,2536.3
9307,7254.4,7616.3
