frame,x,y
326,8436.3,1423.4
157,2905.6,9609.8
4540,3557.6,8273.3
7136,59.137,5485.5
9721,3579.6,9959.9
3932,9954,7509.6
1381,9929.1,1777.3
6333,5315.2,3765.9
108,6361.2,3000.6
5898,781.72,4973.8
869,835.39,1766.3
4901,8478.6,8023.7
3250,4518.7,9017.5
1566,9926.8,8776.6
1237,3383.9,516.54
59,6630,3112.9
2215,1763.6,2228.2
122,4995,4005.5
1590,5657.3,4376.9
10,9444.2,5630.8
1226,3566.7,794.15
1237,420.46,6196.4
1232,5551.2,8376.3
725,2952.3,6051.5
3381,9831.5,9864.9
136,5866.6,814.54
323,8254,3481
5223,2179.3,518.91
1190,8011.8,677.33
3720,1660.3,3934.9
6941,4617.1,1350.5
2161,7512.6,8331.3
1395,3456.7,5723.9
634,3211.5,9068
5663,4995.9,9907.4
480,6128.2,7051.9
121,1743.1,8791.3
840,2315.6,6585.6
259,2045.8,7155.6
2590,6264.6,8836
3541,7843.8,9298.3
2393,3693.1,3048.8
8123,4943.6,3659.1
8244,9174.5,640.61
960,833.84,1487.2
1940,2167,1240
3751,3915.9,4731.9
1267,3341,1781.8
255,7860.9,4789.8
1473,5585.9,4304.5
6255,9448.9,4634.9
6053,3612.3,4968.3
4879,432.16,3631.5
8346,6977.5,9639.1
158,222.85,2921.8
8306,9601.1,2996.5
299,5351.2,1558.2
2561,6607.5,9850.1
178,3795.5,207.42
1281,5418.1,9250.8
1223,6720,1276.7
3760,3325.1,8933.4
6553,1723.7,9499.2
7791,6514.9,4475.1
2554,3439.5,4434.2
6235,7567.9,2603.7
703,4178.3,7322.2
1361,1690.8,3314.8
1277,3368.9,9765.3
2046,9399.6,7403.9
2670,5889.5,2497.6
403,5037.3,6205.8
4449,8253.7,1189.6
8323,132.45,9259.2
112,466.61,3866.6
5595,5346.9,3778.6
8766,7366.6,3691.2
291,5443.2,6993.7
1348,1931,1164.5
1178,9098,3649.8
4574,3273.8,2177.7
3366,4545.3,3272.7
609,6532.3,9254.4
5636,7063.8,4928.1
440,5264.7,9308.9
6941,560.36,2567.5
2290,3858.5,2538.7
2872,6289.5,5703.6
8694,5616.9,3592.3
3056,766.15,9820.4
294,313.47,9231
9305,7702.6,7059.6
6608,9287.5,2501.3
9408,2609,4378.5
833,1862.3,2093.4
8134,6575.3,2430.6
6134,5731.1,2306.4
8400,2387.4,8159.2
4104,3175.7,6609.2
6,422.04,1271.7
6526,8114.8,5661.5
5125,2973.6,3039.5
5785,21.961,5685.5
230,4707.9,9934.6
9093,2765.2,6732.8
43,8837.7,3948.2
4557,3802.3,711.2
6146,9595.1,8963
8276,6508.3,4425.9
2501,3383.5,4931.7
3161,951.93,953.83
2652,4020.7,9992.4
5146,1922.8,342.47
2909,8591.5,2118.6
9319,7616.4,401.9
1217,4939,8953.6
2009,30.199,5930.2
8393,8799.8,8395.2
5904,4749.3,3063.2
81,423.63,1122.8
4917,9774.5,610.98
3723,3878.8,4759.6
4792,3390,2672.3
30,7877.5,9371.5
1194,6803.6,955.23
6858,242.94,837.39
1046,5451.7,8736.9
150,2966.4,9682.1
769,3208.5,4531.2
4223,7060.5,9652.8
3704,1644.8,3957
2150,2994.8,3825.8
1236,2700.4,4689.7
2926,543.75,6658.1
8031,4070.9,1717.1
386,9905.4,9135.7
1064,5507.6,2561.7
5701,6595.1,2452.1
7233,7604.4,7907.1
681,905.54,6738.6
4781,4141.7,9262.7
6219,5255.8,2222.1
6375,4452.8,8542.6
42,2762.4,986.99
178,3937.5,8749.2
2132,4783,8617.2
783,4596.3,6558.3
2859,1988.5,7115.3
7169,2910.9,2992.9
6940,5910.7,9287.7
86,4611.7,4977
3118,4665.6,7035
8406,4538.6,3859.3
393,9489.5,1606.1
21,6415.6,9837.9
182,1499.3,7056.6
511,4014.8,8739.1
6994,8660.5,1174.1
9774,574.97,3463.6
552,2790.9,8446.1
8046,2175.9,3567.8
2380,4235.5,3749.6
7784,2291.6,2125.4
3131,5040.4,942.92
244,2991.3,8745.6
4402,9276,4485.6
396,610.49,1552.6
4734,7367.2,8574.3
1731,8535.7,3283.3
1779,9045.7,8767.2
1885,2766.6,9211.6
63,8295.1,3011.8
8104,1070.3,6751.7
1825,1725.3,1987.2
8968,6477.5,4498.3
5261,5509.4,3453.1
366,2266.5,7435.4
1080,9427.4,1984.4
1952,9547.8,9567.7
3661,6489.1,4274.2
4026,3860.9,9893.2
9817,9525.7,3699.6
3064,631.13,6243.5
7664,1824.3,4808.9
2872,6171.4,720.8
16,6463.9,6940.5
3736,187.62,1209.4
244,7372.1,9670.3
5689,7116.4,3488.3
1740,897.43,8474.4
117,1170.1,7764.1
8372,1775.7,4383.4
727,1181.5,7610
2743,1012.3,6612
1461,3281.6,4836.8
1027,3377.8,9615.8
1295,5765.1,6413
5306,8562.4,2767.8
220,9699.7,7219.3
548,2411.2,9753.9
4495,8657.9,127.04
871,3227.9,4130.4
2388,2797.8,4757
1516,794.42,9250.2
3975,8897.1,5041.9
1284,2669.3,7639.7
48,8860.3,9066.4
5903,1517.2,6310.6
9650,1734.2,8597.9
1007,3400.5,9630.3
647,6889.6,8056.4
3056,509.71,5156.1
704,4165,7197.2
6794,6748.7,6533.4
1066,6229.9,8408.3
5687,1457.8,6538.8
7788,1365,453.98
8328,5589.7,130.67
6637,6289.5,1223.8
5423,7319,1808.8
2585,4108.2,8530.2
246,3006.7,1862.8
719,7828.1,2826.7
1578,4491.2,6113.5
7720,7446.2,6835.9
1417,6023,8171.8
2381,1089.6,7696.9
179,1854.5,1195.7
88,6078.3,3327.9
5498,2373.1,5178
8282,1325.1,5976.2
3150,2445.2,2614.9
8432,6656.9,4250.4
4310,3369.1,6630.2
9912,7461.2,1125.4
75,2273.8,448.37
4102,6009.2,1140.6
5784,4.442,5684.9
2428,8462.3,7998.8
8375,1806.8,4276.6
3098,3566.5,2738.7
2760,8436.2,2695.6
234,360.28,2886.8
3094,9246.6,1915
6345,1755.3,1978.3
1108,8323.2,832.52
765,6371.4,1499.6
7180,3896.5,9324.4
1935,1744.8,9156.5
106,6039.5,8936.2
2098,7564.8,4173.4
361,3366.4,3772.4
2322,2849.9,5025.6
6857,265.26,822.87
982,8172.9,6416.9
8652,6748.5,2948.1
2640,6659.8,2877.9
390,7885.6,548.65
5988,9749.3,5679.7
3421,9269.5,9429.1
1924,8772.3,7534
9399,6839.5,944.93
3169,2421.8,2588.5
2240,4786.1,7250.4
242,3159.3,2893.4
6922,1535.2,3893.3
8590,4930.5,527.41
1035,8511.4,3765.1
4374,2595.9,4603.9
33,6976.8,8386.1
1941,9441.7,3396.4
3522,7649.8,4600.9
4557,890.87,9149.7
1075,8508,2762.4
3,9136.8,477.05
5158,2798.2,7564.2
6992,3161.6,1057.6
5461,7592.6,1149.1
3650,2703.4,4130.4
283,893.73,1819.5
75,7160,7255.5
4852,7429.1,7853.2
5959,6754.5,2521.5
4615,4837.6,8955.3
4227,322.31,9568.9
2567,4439,6106.6
381,3270,6678.9
8994,5798.4,322.28
4434,3570.6,6439.6
6644,887.58,1513.8
4321,472.67,8054.7
34,1491.7,9586
1186,2690.9,617.05
4858,6438.8,9119.4
177,1641.2,3322.1
2933,3657.2,3971.4
1,913.69,4847.1
6940,9551,8645.9
4099,4674.9,4170.8
4008,3250.5,5444.5
7792,2426.8,6616
6054,1782.7,81.178
6036,9491.9,2259.7
5935,4753.1,2959.8
1224,4110.9,9748.5
182,4887.4,7926.4
505,8817.7,606.18
1755,3776.4,662.43
2187,6943.3,8874.4
5258,5555.2,3441.2
6307,8717.1,1155.8
1807,6465.3,9369
2621,2849.9,8258.1
243,2975.6,8721.6
2492,5678.9,4491.9
1955,3481.2,1474
3192,5458.1,7548.2
1741,3820,9257.8
3079,3283.6,2151.9
5901,7133.9,7616.7
5786,9579.3,4903.3
6922,1037.6,7241
1014,2543.9,6450.4
7453,6973.6,5645.7
3874,1586.9,9423.9
6779,8505.2,1264.7
1632,3946.7,4279.7
1360,2199.1,3626.4
28,4123.3,4641.8
1043,8296,850.23
754,393.69,4712.2
8336,5729,1026.3
8800,3702.5,4692.7
8476,6922.4,9204
2574,2958.8,4877.5
3161,4233.6,2609.6
241,8038.3,9068.1
126,1783.9,4298.8
6255,4604.8,2313.8
782,1008.4,6108.3
1980,5319.7,9007
6077,1829,9470.2
6025,3227.5,4038.5
2669,4120.2,1434.9
9511,7518.6,9794.5
8343,4902.1,8747.4
7461,5665.7,3369.1
8241,3802.8,6153.7
2082,2696.6,9559.2
7172,7703.6,1935.5
5920,6429.5,2195.5
502,3203.9,6517
412,706.2,6895.3
5523,2134.2,7938
5387,1934.2,8788
2309,9872.6,8513.5
6996,3157.9,1117.4
2802,9777.3,4932.3
3302,9625,9994.6
65,1792,9327.5
1218,9648.2,6124.7
3156,4654.3,7012.1
363,1251.4,2607.5
2845,5331.4,8814.2
921,1430.8,1246.7
1067,9284.6,9443.6
278,8919.5,1351.2
5148,8774.6,2981.3
2257,9888.7,8777.8
6125,6752.5,6566.6
5393,7260.9,8334.9
1940,7376.5,6511.3
484,3945.6,4765.3
1114,7822.8,7930.1
2366,3432.3,2752.5
634,9303,5632.6
3287,2741.5,4109.5
2376,2344.1,8768
485,4351.2,3711.1
5690,7691.9,1106.7
1431,5544.2,3825.3
281,3724.9,6662.1
3037,5755.9,8330.8
850,9064.4,152.18
713,4355.1,8244.9
7064,3799.2,4633.3
818,7841.6,952.5
6819,1193.9,8752.2
228,6104.3,1480.8
6997,6007.5,9345.1
3295,6832.5,6224.5
6009,3701.4,4589.6
5944,315.66,6137.2
8341,6640.8,6885.4
2683,3109.5,9738.7
31,305.39,7490
4380,3514.1,1971.7
4331,1047.2,3235.4
1656,3553.6,9911.8
2277,4047.1,9659.4
4758,4222.7,3903.5
271,2111.6,7092.3
814,6134,8730.9
1690,4308.4,3967.5
5257,2987.5,9654.7
4001,9901.7,9285.4
252,4715.1,9990.3
1519,6653.8,4336
7452,3407.4,7992.4
9376,9772.2,5684.1
1423,3037.7,7778.1
7673,8154.8,990.95
1436,2231.6,3626.8
9459,353.66,2497.9
2533,2023.4,7878.2
3517,5619.2,8914.1
7955,9472,8218.9
7408,4632.9,3976.6
63,2940.1,411.68
1759,2323.8,1257.8
1977,5722.7,3427.5
1715,2239,7813.1
668,3881,3279
524,5646.2,1303.9
260,6784.4,9024.8
8204,2337.4,8914.3
1902,1788.1,9860.5
9809,9246.6,2524.2
149,7054,986.19
7912,6635.7,2086.2
5482,9029.2,9056.9
4590,3654.5,4748
5899,4734,3985.9
6111,6019.6,1244.1
5900,7081.8,7631.2
554,6303.5,7278.6
4427,2854.1,7681
4984,11.993,6229.9
767,6315.7,1510.3
195,2087.7,7090.7
6990,7323,312.94
549,2412,599.47
5441,7647.7,1084.6
1464,5498,7820.4
2699,7165,7835.1
1735,7731.9,4353.8
2617,1322.3,761.91
7905,9315.9,2480.6
1853,3890,9237.6
2010,4003.3,1973.4
222,3836.8,1795.9
266,6546.3,77.666
5831,4220.8,1496.6
6859,1835.7,738
7814,3233.1,7026.8
328,5158.6,9829.3
4770,7202.7,3768
3190,2566.4,2744.8
7253,7090,3362.2
727,9393,5591.9
4484,885.57,6677.7
8630,3417.5,9287.7
1475,7092.3,2822
513,3243.9,1240.3
2018,180.85,737.47
3095,5251.2,1732.3
8011,2407.4,4002.1
5072,6175.5,4676.7
2864,3961.4,4048.3
1679,1783.3,2011.2
1061,6132.2,3551.1
433,8927.1,7901.4
5430,4033.3,7016.4
3321,1777.5,9926.9
8229,314.84,3813.3
4646,7720.8,6266.6
2574,8506.8,3938.4
7238,7646.9,7890.4
406,9397.3,5772.2
2294,6538.2,2580.3
7730,3173.6,2269.5
2498,8021.2,6731.4
2911,6513.4,7871.1
1928,3917.5,5672.1
2269,4094.6,1082
2780,1904.4,844.48
7453,7318.2,1410.3
8079,6743.6,3801.7
2096,2537.5,9026.5
2065,2254.5,8182.3
3263,2247.4,4879.4
835,5869.3,8335.2
2769,7846,7653.2
1003,9055.9,4929.1
295,5556.3,4185.1
3716,7709.8,4532.7
5060,9160.8,5015.9
1006,3414.7,9615.6
1980,205.62,8386
5687,7153.6,9560.3
534,8991.6,9942.2
904,3184.2,4355.7
504,8652,9859.9
1585,250.52,5088.2
649,9339,8959.2
530,9030.7,8599
7361,4707.1,5302.1
5886,4734.1,5231.6
6606,1759.8,9485
1722,3683.5,3542.4
297,349.18,9241
7065,6377,6298.1
3985,1292.8,2247
2982,1412,4222.1
2616,1662.4,531.97
9245,8926.2,1077.3
4750,3143.2,3149.8
2903,5347,2296.7
4642,7606.4,3862.1
9937,9209.7,9264.9
272,3742.8,5334.2
1411,5811.3,612.79
788,3029.5,2512.1
2649,1314.9,4334.3
2025,7219.7,1206
1792,6042.4,5480.7
9204,5943.7,5684
114,1153.1,8690
2414,8842.6,5700.4
4825,6215.4,9534.5
5497,8023.9,6886.7
768,9297.1,7169.4
227,2624.6,5653.3
5581,9284.6,8757.5
12,1449.3,830.09
1704,3073.1,692.62
7455,9262.2,6141.1
3026,9040.5,3101.9
1334,5004.9,5772.7
1204,7832.8,9970.3
3565,2841.6,2163.1
1906,3488.9,1434.5
5798,1329.4,1641.5
2,2204,3728.4
2540,0.0099261,2568.7
329,5100.5,9810
990,9188.6,658.88
5582,6423.2,9656.6
9381,4561.1,9399.6
9340,4205.4,2648.1
1120,6081.2,2018.7
4693,9004.4,2653.3
141,9643.2,7225.9
1764,2299.6,1216.8
6188,8679.5,9508.4
68,3176.6,2861.9
718,4223.3,7288.2
2470,1729.8,9744.7
6034,2258.4,3582.4
4910,7583.3,4960.4
3289,2029.2,1133.6
188,926.97,9618.2
1384,2240.1,4344.9
7346,4743.4,5248.4
4317,5927,9710.9
5640,7661.3,7900.8
5480,9023.1,9018.5
361,1892.8,3864.5
6643,5871.7,2284.4
8213,6456.1,8781.6
472,4172,9446.2
798,2709.6,1783.8
5344,1208.8,3660.4
8975,843.46,3702.4
4064,7224.7,4181.4
944,4079.3,9665.4
2235,773.63,9056.6
2179,3076.1,4157.6
1023,9538,2421.6
5574,4855.4,5473.2
4176,217.42,8595.5
403,2713.3,5173.4
8633,6845.8,2876.9
2236,778.64,9072.4
4953,214.45,9891.8
6906,9648.8,1884.7
2214,1777.7,2212.8
5071,6200.4,4725.9
6277,8265,2202
5183,2224.5,2713.4
403,3888.7,7407.9
664,5912.8,3029.4
3995,9652.9,5809
808,8055.1,114.36
1206,7533.2,9877.5
21,6535.6,8057.8
4968,8584.4,2083.3
2575,3572.5,8524.9
1208,4770.2,6626
4634,3812.4,2644.4
17,9870.6,4766.9
1488,1075.9,2402.2
227,8361.4,5226.4
3914,7590.9,4564.4
1176,6917.4,3806.6
3955,4419.4,4795.6
3630,1200.4,5039.2
5724,9328.9,569.76
158,7490,4990.1
2290,2437.2,6983.5
1,3518.3,8559.8
3098,2477.6,2610.8
3126,1343.3,3382.2
9089,2810,6761.7
1670,6136.7,1534.6
4078,5242.8,7617.8
545,3344.1,2855.5
2577,7942.3,2111.9
9731,15.928,4222.2
9885,3637.3,2433.6
2061,1397.9,7573.2
912,4920.5,2816.1
1753,2490.1,8289.2
4672,8978.7,2644.5
8040,7781.5,3002.6
6100,6331.3,7970.1
53,9425.9,6707.4
1061,8512.1,3770.6
8277,7326.2,605.37
6653,697.4,8918.7
15,14.735,6278
6123,3916.9,6236.8
2549,806.99,8871.3
5288,1901.1,4387
883,1287.7,6464.1
3221,5773.3,1070
1273,7800.5,9929.9
9171,2901,5614.2
1658,3490,789.7
1182,9164.3,3657.2
2128,8292.3,1954.8
896,2051.4,842.05
9418,6038.2,9312
5279,1087.9,4337
23,1840.5,787.14
4081,5217,3583.2
507,7584.4,2007.2
3449,1636.8,5768.6
3522,3869.2,5714.4
236,2280.1,4434.7
5736,2435.1,8528
4633,5392.1,7550.5
5847,3732.8,161.93
2445,7205.6,6950
5622,2203.2,3582
1711,1080.8,8053.1
1710,6650.6,758.15
5855,2775.2,4763.6
4743,1706.5,582.37
326,9983.7,9257.2
391,844.1,3868.7
8364,1960.4,8985.4
9022,1950.8,2151.4
5738,2456.7,8464.2
1046,5168.2,9766
2633,6169.8,3172.5
6296,391.75,1982.2
2152,1904.3,9379
1809,4033.2,1.4747
6865,1909,2905.6
5505,3383.9,8025.6
4375,9684.1,7450.7
779,1572.9,439.67
6082,8454.9,5933.5
