frame,x,y
9724,4862.1,9206.5
4223,4968.8,7747.1
2,1773.8,5722.7
537,4880,7879.4
9951,8391,4210.9
4292,3962.9,7065.3
507,1151.6,6586.8
6851,2912.3,6328.1
1238,4746.7,8807
872,6935.8,3761.1
3961,2166.5,9136.9
863,1683.9,7134.1
3870,2833.5,4814.1
4993,9900.6,5406.8
2106,9762.3,2133.2
922,4709.4,7261.6
458,9366.4,8032.6
5289,5742.1,5713.9
6185,6091.8,3560.3
8093,3321.9,1940.4
5495,7148.9,9394.6
8313,326.94,5181.4
3471,30.822,2749.7
9202,9131.3,2917.7
4793,1957,358.52
881,1270.3,4711.9
277,705.09,4903.9
8854,470.73,7513.6
1626,7661.9,6485.8
6479,1220.7,7152.6
1209,5659.6,8421.5
3884,9794.5,4628.5
4836,8517.3,5216.7
9626,5767.3,4836.6
5270,4718,4164.1
5198,2958,8547.2
7111,7142.7,7036.4
2428,4630.8,2285.8
5656,6620.1,5789.5
171,9995,6527.4
1146,4401,5030.6
3087,8151.4,8580.1
9678,6762.1,6096.6
5088,2933,7082.9
5740,1672.2,5245.5
491,859.74,799.44
1054,8636.4,4799.4
9895,5967.9,1311.8
9250,7727.9,2009.4
535,6407.3,8479.2
5141,4935,2706.2
1542,5896.4,8896.2
5562,8321.5,5240.8
285,3841,7497.9
2198,9314,6589
3292,3622.9,2350.8
986,8935,7633
1816,3871,1287.4
518,2286.6,244.07
941,542.94,765.61
483,4690.2,8337.9
89,1745,7441.6
7428,8074.1,2759.8
8928,143.75,3847
1245,1149.1,1618.2
6941,4794.8,8466.8
101,7115.7,6528.1
8931,5251.1,8416.2
284,3273.5,5661.2
2283,1701.2,2884
4751,6598,8564.6
3221,5823.4,3296.4
8146,5358.5,7689
34,9017.4,5126.2
1559,7956,4071
172,3677.2,8434
4547,2011.6,9676.3
6292,5591,8971
75,98.832,6629.2
8357,9473.7,1053.4
4255,981.45,2813
1565,343.9,6871.2
1676,3352.8,8443.3
1812,6072.2,2349.7
1267,3556.8,2841.8
1971,5733.6,2691.4
2450,2138.3,2377.4
3562,7492.6,7522.9
106,7110.4,574.48
2459,8150.2,1943.1
811,9138.7,7308.5
455,8109.4,1767.5
7281,3375.3,5499.8
8680,365.25,4665.8
1065,8962.5,3055.5
1311,5235.7,1066
1319,1529.9,1779.5
8846,3299.6,3285.7
5732,5813,6806.8
5960,67.811,3686
9115,5171.1,2206.8
430,4351.6,8692.8
7991,456.4,7034.8
2510,9971.1,9541.2
2194,2875.4,8682.4
8342,215.66,9611.1
9124,515.51,1666
316,2070,7425.9
258,4608.2,4102.2
805,9114.6,7305.2
512,8845.4,1811.5
8748,6637.5,2545.2
9637,3804.3,840.85
6651,2623.8,4892.5
8857,8485.5,7202.1
33,664.36,2317.2
9392,7896.1,5365.7
3759,7176.3,5241.9
8782,5867.8,8296.5
1676,723.73,5951.5
3104,9047.1,5345.5
168,1294.1,8530.3
1384,7634.6,3387.4
91,3755.7,4438.8
604,1536.7,2118.2
7577,7259.7,4739.9
3561,4886.1,9165.6
222,1608.5,8880.7
5931,9618.5,5971.7
9837,1141.1,1914.7
5465,7551.1,3043.6
5759,1628.7,6240
6209,932.08,4625
9718,331.96,8491.8
9235,5846.5,146.35
4641,7384.7,1436.5
4080,8012.7,1753.8
293,5774.7,4322.4
1959,2947.9,44.428
1324,2520,3690.3
1737,7820.7,4769.4
3556,5251.2,2493.5
989,3109,1716.8
5495,4047.9,1418.5
482,1796.7,5452.1
3972,1775.1,5326.6
8974,1382.9,3214.3
5392,8098.1,1595.7
2657,3252.7,9931.4
6692,3029,8617
572,5738.1,6320.1
4063,5219,8742.2
3422,9940.4,6784.4
1831,4638.4,75.536
959,7043.6,7207.3
6113,4645.9,5749.9
1395,9976.4,3711.2
1343,3403,4380.3
675,9364.2,7600.2
1876,8593.6,3989.7
4216,1815.7,795.91
5421,4156.7,5874
3355,8373.5,4218.7
3395,5021.5,7032
6401,5817.4,7529.5
2121,3150.4,8027.4
4265,7173.2,6045.4
435,6148.4,7299.6
1055,7568.3,2312.2
709,2589.1,3982.5
4787,353.63,2055.5
1109,1087.2,9089.8
63,7719.5,2971.1
6477,2469.1,6750.9
7580,8463,3646
1377,9456.4,7098.8
2817,9083.5,2377.9
1869,5127.5,6389.3
1463,9115.5,3054.1
6414,2929.4,8293.3
2052,2658.3,477.34
245,7430.6,7783.1
979,8058,3746.1
5866,9725.4,3993.8
3356,8412.9,4192.5
6476,2522.6,6725.5
4807,2973.3,877.85
651,692.6,5105.7
7085,3267.2,4712
1461,9080.2,3120.7
2280,8771.2,6159.3
1504,9029.1,767.69
9970,5297.1,952.2
2143,7913.7,402.71
271,2436.1,1683.6
71,1219.1,4272.8
7783,7342.6,2155
2983,6234,7821.8
9145,2808.9,3183.6
724,2626.4,8605.2
1136,6233.7,9567.4
153,3789.1,5447.1
17,5683.4,5966.5
3887,2852.6,4791.5
1527,8230.4,8772.7
4477,5751.6,4342.8
1608,8818.4,3146.3
2556,1819,4590.3
2164,3028.2,6269.2
4138,9893.4,8414.8
7157,9464.4,1431
3557,6118.2,5823.4
7192,7136.9,4580.3
7665,5217.1,6865.5
4895,6023.8,4109.3
1608,9174.6,178.72
937,8983.6,1335.7
264,9984.3,3970
1644,9116.3,2486.5
848,1084,8957.3
9467,3905.9,8833.1
1305,8100.2,760.04
6810,4691,8039.3
88,8649.5,5288.4
1642,2081.4,4117.3
8839,3118.7,2350.7
2888,6511.8,6568.7
2300,8238.5,9483.1
281,3453.3,8554.5
2631,3292.7,9980.2
1853,6567.5,3080.8
279,8220.4,5481
582,5013.7,6240.2
7402,5975,9802
2197,2247,5518.9
1236,4942.7,1160.2
8942,388.28,3724.2
1120,8899,7299.3
5456,9031.3,2575.1
7451,9972,9244.1
6737,166.64,5023.4
910,7209.7,4661.3
610,5154.2,4650.1
107,7666.9,8645.7
9798,6069.3,457.39
1455,3191.3,8419.5
4233,9008.8,4773.1
3299,8760.7,4223.4
1757,1242.7,8200.6
57,5566.8,7231.1
2905,3902.7,2600.8
385,598.19,3705.3
601,488.76,6786
5566,3824.7,2964.6
8855,483.99,7448
1221,7337.4,2296.4
6302,6646.9,6467.1
2908,7691.4,817.06
5263,1490.4,2396.7
8834,1435.5,3501.6
1799,9095,3637.9
5069,589.01,146.69
4773,4377.2,1724.7
1203,4663.7,3950
6077,9908.9,440.85
2548,988.57,5515.7
8366,4579.8,3499.5
234,6733.1,3550
9411,2161.2,9163.8
5964,3974.6,59.374
689,3662.4,2226.2
2537,990.78,3160.4
8402,1994,6177.2
4742,7264.1,3164.2
5532,8678.5,8632.6
505,5338.7,5454
9618,3981.5,9633.1
6456,307.88,8468.8
63,5299.3,5158.2
9807,6021.1,663.13
132,1998.6,1071.1
285,6851.9,1050
2468,4256,333.82
457,1541.1,5398.3
3089,4340.1,5405.6
8625,5520.4,9176.4
8321,816.59,6943
3976,1149.9,777.7
236,4967.5,687.61
1142,2378.8,2251.8
644,2667.3,6855.6
8133,8460.8,8863.8
3638,8228.3,6347.7
592,7493.7,498.56
6332,3585.8,4787.8
1307,8543.1,6546.8
9611,9020.7,5412.8
285,4203.2,8344.5
4895,7460.8,3983.3
4189,602.55,2578.8
509,3825.8,6982.2
2204,2765.4,8680.6
1242,2785.6,5473.4
3914,7651,1969.8
5796,9170.9,512.19
285,8675.1,5846.2
319,5660.3,3560.4
1565,4663.5,4719.3
9961,8300.7,510.39
1197,6979,4725.5
417,3953.6,6511.4
3099,8629.2,1317.6
4849,6916.9,3790.6
1975,6423.4,3565.7
2638,6352.9,1764.4
3810,5839.7,682.03
8221,6546,771.65
5223,4348.7,997.66
7105,712.55,7942.1
1252,5422.5,8767.9
449,2072.4,4391
67,8550.4,8903.1
220,7341.1,8177.6
4090,150.45,6484
1843,371.21,3552.2
1309,4763.1,2869.3
4327,2848.2,6585.3
26,6336.8,523.79
181,9331.3,7152.6
3003,1353.7,1625.9
1921,1168.2,113.05
568,7624.1,8558.4
1808,8173.4,6454.1
2181,9964,5466.1
9955,5097.5,5180.8
2211,53.428,6161.2
6235,8845.4,8669.8
1040,7589.2,2354.8
9511,2218.5,3104.5
964,2539.1,8864.3
908,7682.6,4522.4
203,6612,5015.4
539,9702.5,8395
3010,9003.2,8537.8
7117,7165.4,7028.8
169,3237.8,3309
1623,1734.7,5738.5
9,2322.3,4910
2954,1594.9,9788.1
5971,709,6192.8
3140,872.3,9422.6
4142,4960.2,9858
1453,766.59,9610.8
5364,890.4,2858.7
4911,7267.5,179.08
18,3581.1,2579
810,4957.8,2670.2
5284,1463.4,2363
9576,2378.7,6586.1
1675,8324.4,8691.2
1,1171.6,3654.3
180,8086.8,641.33
5752,1588.7,892.38
8505,7884.8,9567.6
995,720.91,2779.4
1234,8607.2,6422.9
4681,6691.3,1776.9
729,1066.4,8896.5
4259,4649.4,4704.7
750,8967.1,2760.4
2217,3661.8,9142.8
585,3882.5,2550.7
207,7528,637.54
1628,4917.1,4485.3
139,4753.5,8067
3678,2877.7,8607.3
531,1558.7,1716.6
7396,7977.6,4114.7
2998,2460.6,3937.9
3354,8432.5,4222.9
1707,4534.9,9430.1
833,5125.3,5933.5
1213,6868.9,4648.5
75,6390.9,2588.9
9113,2261.7,7203.4
298,2459.7,5417.2
13,9258.5,4947.4
9729,3296.4,7530
1195,586.08,2406.5
4269,3871.4,3508
2570,5140.2,7477.4
2681,1676.7,8117.2
1746,5942.4,2682.4
5421,1063.9,8997.6
424,6197.1,4267.9
8936,5249.6,8429.6
4900,2250.4,9970.2
13,2069.9,8415
502,6851.2,1004.9
3064,8402.7,5023.8
4618,2877.1,7181
7349,9656.6,6542.3
581,3876.9,2552.9
4662,7130.4,5554
1166,5686.7,5056.5
4672,8010.9,5587.3
9453,5541.3,798.9
158,7147.7,4510.9
4600,1872.8,6584.7
328,5960.5,4355.4
953,5552.9,7225.1
3846,471.81,3241.8
1925,15.863,8422
2371,503.73,4364.3
6520,3208.9,4041.2
8105,9644.1,6101.6
7542,1628.1,8762.5
6780,8017.6,8537.1
608,12.15,6875.8
26,6454.1,2747.7
6075,8472,4178.5
413,3338.5,9090.6
8419,4947.6,9106
3947,6114.7,4748
332,3532.5,3841.6
1187,8452.1,8327.1
2376,3764.5,9676.5
4582,3525.9,3712.6
6368,2506.4,2199.2
733,1011.5,3092.8
128,9407.8,8741.4
1145,9354.7,6262.2
7898,3479,9129
8670,6845.1,7719.2
4436,5771.1,7046.9
2282,6845,4113
9004,6409.4,8752.3
119,8162.7,1909.4
1495,3499.5,7323.1
9709,1332.4,92.308
667,3070.9,6679.4
6516,8943.4,1565.6
1115,6773.7,215.27
4723,6698.2,1834.1
5798,459.82,459.15
9876,8701.4,133.81
1787,2062.3,8937
924,6408.2,8730
2790,5753.7,878.93
8277,685.21,5283.9
205,6645.6,5072
5067,2672.8,3714
3063,3714.7,9784
2073,5225.8,8294.9
5668,2375.1,7999.1
4100,9664.6,2244
1831,7228.7,8081.3
4929,2426.4,5997.8
3063,8429.7,5047.2
3851,9818.1,4666.9
577,3859.8,2564.5
6643,7482.2,8533.8
2377,2258.5,4189.7
8787,2444.4,2856.7
8838,1413.8,3511.3
9222,8308.9,4578.4
1465,123.4,5806.6
3180,3904.2,4891.8
7434,1374.5,7001.1
3307,698.93,6111.9
1309,2863.5,8265.5
2436,5771,6569.2
5195,4400.9,1044.9
383,4375,5057.3
457,9094.7,8836.4
53,7139.8,119.47
4341,1348.4,8991.4
6323,2313.4,4734.9
9258,5287.7,8345.5
67,6986.5,7952
5331,4999.5,4763.8
169,2173.8,5359.8
1374,6744.4,5533.9
4,300.39,8953.6
8340,5165.1,3104.8
734,8116.7,2102.2
68,8687.3,9811.1
2425,7036.1,2165.4
200,4714.8,5503.1
1258,9478.5,4584
120,4700.5,8007.8
654,4212.3,7349.5
9664,2072.9,6721.1
7782,3140.7,8887.2
2091,591.51,3835.9
7570,5182,6114.9
8601,5546.9,9180.1
1496,6364.9,5943.8
3692,3160.3,847.13
5980,2141.3,9604.9
2636,6386.6,1672.7
7435,7992.6,659.23
2773,59.637,8051.4
1538,6858,4721.6
6856,7093.3,6276
5447,8989.2,2525.7
9115,6706.8,5337.5
5527,5286.5,940.02
2634,6344.3,1795.6
9406,2880,9041.5
6167,6530.2,8734.7
9542,8051.9,5481.2
896,7528.9,1724.3
1221,7239.4,3197.4
7621,8998.9,2255.1
66,6121.7,5935.3
3262,1765.2,9254.8
2478,1787.4,761.65
6630,58.343,6814.2
2067,2715,2176.4
9947,2499,4039.9
13,4056.3,8352.9
3757,7221,5236.5
8236,1735.8,777.73
9149,6919.3,2321.5
6940,9033.8,2954.2
1932,8076.9,3167.3
327,6508.7,1265
5485,3558.1,3824.2
7398,6696.9,8963.7
298,63.518,1277.2
4533,1057.4,5689.1
183,448.73,9625.1
9610,2652.8,8952.5
1920,7810.7,6467.7
2020,9984.2,4525.8
1382,8602.6,5393.1
4158,6890.1,6590.2
3041,3037.2,315.14
6500,6934.1,6652
2287,304.45,1783.5
8480,621.39,9577.2
5465,8953.6,2523.2
6389,8862.6,9579.6
2031,1734.9,3061.3
5545,5142.1,366.53
95,7204.6,4814.1
1539,8132.1,6407.7
4277,2148.2,7014.7
72,9458.3,1521
3287,8207.2,7058.3
5387,5221.7,4258.2
105,5006.8,1911.2
881,8279.5,5951.9
9895,2288.3,8778.1
8394,5349.8,7542.5
3061,5446.1,1712.3
4762,7534.8,9085.5
165,2339.6,7798
1,5995.7,4863.3
4932,8877.4,9603.7
2640,7283.4,7401.1
3640,7182.1,4314.3
4320,6757,9228.8
6475,2923.4,2991.7
