frame,x,y
876,4790.3,1429.2
7053,4692.4,8970.7
1390,77.045,9606.7
1598,6460.8,3301.2
39,8349.5,2745.5
1019,657.66,8841.2
4698,4485.3,4015.2
9679,8672.9,7771.3
5051,5502.7,5111.3
6569,2803.9,3317.8
5175,5919,4733.1
463,6583.2,5139.7
7685,5578.7,9796.7
677,4397.6,451.28
5171,1836.5,6387.2
9342,6505.1,160.65
1175,940.33,2686.9
4637,4514.7,2932.5
5678,9379.9,174.6
7476,6406.6,7177
686,6298,6059.6
5290,6967.9,9047.4
37,7369.8,4525.6
2588,7960.1,4702.2
7203,4100.1,3220.2
3724,4458.4,9412.3
6074,6317.9,433.36
3438,7246.1,714.52
1216,4671.4,6683.1
6890,2623,6304.7
5393,4601.5,3903
4543,323.11,7611.2
3099,8029.7,3326.2
8144,3165.6,474.13
2018,4159.8,4486
729,6792.8,3052
1541,9805.2,4604.9
4087,9110.9,583.09
9785,9625.8,5301.7
3825,2269.4,8698.5
3466,9086.6,9024.3
429,4203.4,2004.1
1955,9254,2813.9
1805,7462,9902.6
1845,1487.7,5567.5
7147,886.48,6270.4
1527,480.37,336.96
119,2111.3,6842.1
9524,2540.1,6257.6
2492,8885.9,3750.5
9653,311.67,3167.6
1982,9505.5,3466.7
27,6923.4,6327.8
8186,7756.9,8610.5
5110,531.63,310.62
8346,5444.4,1912.4
4104,9062.4,8084.1
100,3172.5,3367.9
8373,1188,1379.5
89,194.65,7742
6205,1147.2,8083.7
3199,1825.4,7866
613,2056,6766.3
8721,1489.2,7682.3
5863,5912.5,343.53
1744,8025,7196.5
278,3109.2,1584.6
7365,5475.3,6419.7
696,2914.4,3704.9
2236,3104.3,531.24
5056,5477.9,5070
2381,5312.5,2136.6
120,1036.4,4129.7
2684,1391.6,2147.6
350,4775.2,1970.2
157,3853.7,4859.6
2437,7386.3,6868.5
1994,444.63,886.04
2197,7018,7518.1
3833,545.2,7366.7
2444,6653.3,329.86
6216,4394.3,3736.1
879,4731.5,1488.5
5313,5705.9,1216
3397,9850.1,1686.3
246,2207.1,9387.1
648,2274.4,1779.5
7337,5627,5733.5
663,6798,198.13
2013,6914.5,6828.4
8172,8792.2,1019.1
731,319.3,9133.2
4294,8852.2,7585.9
3529,4536.1,6224.8
6181,319.21,6522.1
7134,6025.7,7826.2
3293,6370.6,1406.5
9186,6982,188.42
56,8899.7,168.75
2797,6450.3,6459.6
8565,557.95,271.28
7515,5473.5,1928.7
9616,737.62,9849.4
9075,5127.6,1333.9
1966,3946,6734.1
8604,1594.9,6094.6
2759,5588.6,5750.1
6883,5021.8,8971.5
1259,4847.4,3048.6
7214,7115,5783.9
1993,9176.9,6204.7
99,5076.6,3432.2
699,3074.7,3602.8
2840,7435.7,1163.4
485,1196.9,4840.5
978,236.7,3000.7
529,4135.2,4951.3
2976,6996.8,3271.7
5495,1365.3,9962.6
2796,6254,9773.6
3,8681.7,3333.7
1427,2115.8,4784.8
8179,7763.2,8597.9
661,4479.1,9017.2
8147,8759.7,1030.2
5048,994.66,4633.9
3824,9701.9,3073.2
9636,9055,9041.8
4572,4818.7,1674.9
258,5979.3,5526.1
4324,4901.7,933.46
7661,2173.2,5018.6
